date,zip,temp_c,temp_delta_c,pressure_hpa,pressure_delta_hpa,pressure_swing,precipitation_mm,pm25_ugm3,pollen_index,high_pollen,sunlight_hours,is_school_day,school_break,break_transition,is_holiday,post_dst_window,construction_local,community_event,testing_week
2025-10-03,02115,8.7,-5.0,1022.9,-2.1,False,0.0,17.3,0.0,False,7.6,True,False,False,False,False,True,False,False
2025-10-04,02115,11.0,2.4,1025.8,2.8,False,0.0,5.3,14.1,False,9.0,False,False,False,False,False,False,False,False
2025-10-05,02115,7.2,-3.8,1025.3,-0.4,False,0.8,12.4,12.7,False,8.2,False,False,False,False,False,False,False,False
2025-10-06,02115,7.2,0.0,1029.7,4.3,False,3.5,8.7,2.5,False,9.1,True,False,False,False,False,False,False,False
2025-10-07,02115,5.4,-1.8,1023.5,-6.2,True,0.0,3.9,0.0,False,7.8,True,False,False,False,False,False,False,False
2025-10-08,02115,2.3,-3.1,1022.4,-1.1,False,4.7,13.2,0.0,False,7.7,True,False,False,False,False,False,False,False
2025-10-09,02115,8.7,6.4,1024.5,2.0,False,0.0,6.3,16.3,False,5.2,True,False,False,False,False,False,False,False
2025-10-10,02115,12.0,3.3,1025.2,0.7,False,0.0,8.6,0.4,False,4.1,True,False,False,False,False,False,False,False
2025-10-11,02115,9.2,-2.8,1019.4,-5.8,True,0.0,13.4,2.8,False,8.0,False,False,False,False,False,False,False,False
2025-10-12,02115,6.0,-3.2,1021.9,2.6,False,9.1,5.6,0.0,False,8.6,False,False,False,False,False,False,False,False
2025-10-13,02115,3.3,-2.6,1019.7,-2.2,False,0.5,17.7,1.7,False,7.5,True,False,False,False,False,False,False,False
2025-10-14,02115,10.3,7.0,1017.4,-2.3,False,0.0,3.9,0.0,False,6.8,True,False,False,False,False,False,False,False
2025-10-15,02115,6.5,-3.8,1019.6,2.3,False,0.0,6.6,10.8,False,6.7,True,False,False,False,False,False,False,False
2025-10-16,02115,5.8,-0.8,1021.9,2.3,False,1.5,5.2,10.7,False,6.2,True,False,False,False,False,False,False,False
2025-10-17,02115,8.1,2.3,1021.6,-0.3,False,2.4,5.9,0.0,False,5.2,True,False,False,False,False,False,False,False
2025-10-18,02115,8.8,0.6,1021.5,-0.1,False,0.0,15.2,15.1,False,6.3,False,False,False,False,False,False,False,False
2025-10-19,02115,5.9,-2.9,1020.7,-0.8,False,0.0,13.3,2.6,False,8.9,False,False,False,False,False,False,False,False
2025-10-20,02115,1.6,-4.2,1017.8,-3.0,False,2.9,9.4,0.0,False,7.1,True,False,False,False,False,False,False,False
2025-10-21,02115,8.2,6.6,1017.5,-0.2,False,3.4,8.8,6.4,False,11.6,True,False,False,False,False,False,False,False
2025-10-22,02115,6.9,-1.3,1022.5,4.9,False,4.2,30.7,0.0,False,7.3,True,False,False,False,False,False,False,False
2025-10-23,02115,1.6,-5.3,1022.7,0.2,False,4.1,4.2,1.2,False,6.0,True,False,False,False,False,False,False,False
2025-10-24,02115,0.5,-1.1,1023.0,0.3,False,1.0,4.2,0.0,False,7.0,True,False,False,False,False,False,False,False
2025-10-25,02115,10.4,9.9,1017.7,-5.3,True,0.4,10.0,0.9,False,8.1,False,False,False,False,False,False,False,False
2025-10-26,02115,3.8,-6.6,1016.1,-1.6,False,4.6,13.1,0.0,False,6.9,False,False,False,False,False,False,True,False
2025-10-27,02115,11.5,7.7,1015.8,-0.4,False,3.4,13.4,17.3,False,6.9,True,False,False,False,False,False,False,False
2025-10-28,02115,-1.2,-12.7,1010.3,-5.5,True,1.6,2.0,0.4,False,6.3,True,False,False,False,False,True,False,False
2025-10-29,02115,1.0,2.3,1007.3,-3.0,False,0.7,8.7,7.7,False,7.1,True,False,False,False,False,False,False,False
2025-10-30,02115,9.5,8.5,1005.6,-1.7,False,0.0,5.7,8.8,False,8.8,True,False,False,False,True,False,False,False
2025-10-31,02115,8.7,-0.8,1004.8,-0.8,False,1.2,4.3,20.5,False,5.0,True,False,False,False,True,True,False,False
2025-11-01,02115,4.9,-3.8,1011.2,6.4,True,5.4,7.3,1.7,False,3.8,False,False,False,False,True,False,False,False
2025-11-02,02115,2.7,-2.2,1010.0,-1.2,False,0.0,11.2,6.1,False,10.1,False,False,False,False,True,False,False,False
2025-11-03,02115,1.1,-1.6,1011.3,1.3,False,1.4,2.0,0.0,False,9.3,True,False,False,False,True,False,False,False
2025-11-04,02115,-1.3,-2.3,1008.2,-3.1,False,0.0,14.0,0.3,False,4.8,True,False,False,False,True,False,False,False
2025-11-05,02115,1.1,2.4,1007.4,-0.7,False,0.0,3.8,10.8,False,7.0,True,False,False,False,True,False,False,False
2025-11-06,02115,-2.5,-3.6,1004.4,-3.0,False,5.6,6.0,0.0,False,6.3,True,False,False,False,False,False,False,False
2025-11-07,02115,2.7,5.3,1004.2,-0.1,False,3.1,13.0,14.9,False,5.9,True,False,False,False,False,False,False,False
2025-11-08,02115,1.4,-1.4,1008.8,4.6,False,1.4,7.8,13.1,False,7.4,False,False,False,False,False,False,False,False
2025-11-09,02115,2.3,1.0,1012.6,3.7,False,0.5,6.8,19.5,False,6.7,False,False,False,False,False,False,False,False
2025-11-10,02115,4.1,1.8,1013.5,0.9,False,1.9,8.5,0.0,False,6.4,True,False,False,False,False,False,False,False
2025-11-11,02115,4.3,0.2,1017.4,3.9,False,2.7,5.3,0.9,False,4.3,True,False,False,False,False,False,False,False
2025-11-12,02115,9.2,4.9,1021.7,4.4,False,6.9,8.0,0.0,False,3.5,True,False,False,False,False,False,False,False
2025-11-13,02115,-5.0,-14.2,1020.1,-1.6,False,0.0,5.6,0.0,False,9.2,True,False,False,False,False,False,False,False
2025-11-14,02115,1.0,6.0,1020.0,-0.1,False,1.1,3.4,0.0,False,4.4,True,False,False,False,False,False,False,False
2025-11-15,02115,-4.8,-5.8,1019.9,-0.1,False,0.0,9.3,15.0,False,8.7,False,False,False,False,False,False,False,False
2025-11-16,02115,1.5,6.3,1022.8,2.9,False,3.4,7.2,4.8,False,5.0,False,False,False,False,False,False,False,False
2025-11-17,02115,0.4,-1.0,1017.0,-5.8,True,5.4,2.3,5.0,False,6.3,True,False,False,False,False,False,False,False
2025-11-18,02115,4.0,3.5,1018.9,1.8,False,3.8,14.1,4.5,False,7.8,True,False,False,False,False,False,False,False
2025-11-19,02115,-0.3,-4.2,1022.3,3.5,False,4.7,2.0,0.0,False,4.2,True,False,False,False,False,False,False,False
2025-11-20,02115,-4.1,-3.9,1024.3,1.9,False,0.2,13.7,0.0,False,6.3,True,False,False,False,False,False,False,False
2025-11-21,02115,-2.4,1.7,1024.3,0.0,False,0.7,5.4,0.0,False,6.5,True,False,False,False,False,False,False,False
2025-11-22,02115,-1.0,1.4,1023.8,-0.5,False,7.3,2.0,0.0,False,7.7,False,False,False,False,False,False,False,False
2025-11-23,02115,-2.8,-1.8,1022.7,-1.1,False,0.0,3.6,17.8,False,4.6,False,False,False,False,False,True,True,False
2025-11-24,02115,1.9,4.7,1017.4,-5.3,True,0.1,9.5,0.0,False,6.5,True,False,False,False,False,False,False,False
2025-11-25,02115,-1.0,-2.9,1019.9,2.5,False,0.0,3.9,4.6,False,8.8,True,False,False,False,False,True,False,False
2025-11-26,02115,-1.8,-0.8,1018.4,-1.6,False,0.0,6.0,15.2,False,7.6,True,False,False,False,False,False,False,False
2025-11-27,02115,0.6,2.4,1020.5,2.2,False,1.0,5.9,7.5,False,5.3,True,False,False,False,False,False,False,False
2025-11-28,02115,-0.4,-0.9,1020.7,0.2,False,4.8,10.2,0.0,False,7.4,True,False,False,False,False,False,False,False
2025-11-29,02115,-3.5,-3.2,1025.0,4.3,False,2.3,3.6,6.1,False,5.3,False,False,False,False,False,False,False,False
2025-11-30,02115,0.7,4.2,1023.9,-1.1,False,7.7,2.0,0.0,False,5.2,False,False,False,False,False,False,False,False
2025-12-01,02115,1.7,1.0,1025.6,1.7,False,0.0,4.1,0.0,False,6.2,True,False,False,False,False,False,False,False
2025-12-02,02115,-3.3,-5.1,1020.6,-5.0,False,5.8,2.5,16.5,False,5.0,True,False,False,False,False,True,False,False
2025-12-03,02115,-5.9,-2.6,1026.5,5.9,True,0.5,2.0,0.0,False,5.7,True,False,False,False,False,False,False,False
2025-12-04,02115,-0.9,5.0,1023.7,-2.7,False,9.7,9.7,0.0,False,8.6,True,False,False,False,False,False,False,False
2025-12-05,02115,6.7,7.6,1022.6,-1.2,False,0.0,2.0,0.0,False,5.7,True,False,False,False,False,False,False,False
2025-12-06,02115,-3.9,-10.6,1027.0,4.5,False,0.0,5.5,0.0,False,7.0,False,False,False,False,False,False,False,False
2025-12-07,02115,-1.6,2.3,1025.6,-1.4,False,0.2,12.9,20.8,False,4.1,False,False,False,False,False,False,False,False
2025-12-08,02115,-0.8,0.8,1024.2,-1.5,False,2.3,11.7,14.3,False,5.0,True,False,False,False,False,False,False,False
2025-12-09,02115,-3.8,-3.0,1020.7,-3.4,False,1.5,8.0,0.0,False,7.8,True,False,False,False,False,False,False,False
2025-12-10,02115,-5.0,-1.3,1022.1,1.4,False,0.0,14.2,22.0,False,3.5,True,False,False,False,False,False,False,False
2025-12-11,02115,-1.9,3.2,1018.0,-4.1,False,0.0,10.8,12.1,False,5.1,True,False,False,False,False,False,False,False
2025-12-12,02115,3.5,5.4,1015.7,-2.3,False,3.0,9.8,0.0,False,6.5,True,False,False,False,False,False,False,False
2025-12-13,02115,1.2,-2.4,1015.2,-0.4,False,0.0,10.3,5.9,False,5.3,False,False,False,False,False,False,False,False
2025-12-14,02115,3.7,2.5,1017.9,2.7,False,1.4,5.2,0.0,False,4.6,False,False,False,False,False,True,False,False
2025-12-15,02115,4.3,0.6,1013.7,-4.2,False,0.4,24.1,0.0,False,4.3,True,False,False,False,False,False,False,False
2025-12-16,02115,-1.3,-5.6,1010.0,-3.7,False,8.9,14.6,0.0,False,7.8,True,False,False,False,False,False,False,False
2025-12-17,02115,-6.3,-5.0,1008.0,-1.9,False,3.9,3.9,0.0,False,6.0,True,False,False,False,False,False,False,False
2025-12-18,02115,-2.5,3.8,1013.8,5.8,True,5.2,8.9,18.2,False,4.8,True,False,False,False,False,False,True,False
2025-12-19,02115,0.8,3.3,1015.8,2.0,False,2.2,14.0,9.3,False,4.9,True,False,True,False,False,False,False,False
2025-12-20,02115,-0.8,-1.7,1012.6,-3.2,False,0.0,4.2,1.6,False,5.1,False,True,True,False,False,False,False,False
2025-12-21,02115,6.0,6.9,1015.8,3.2,False,2.7,14.7,0.0,False,4.9,False,True,True,False,False,False,False,False
2025-12-22,02115,-0.4,-6.4,1018.5,2.8,False,2.7,9.0,4.2,False,4.7,False,True,False,False,False,False,True,False
2025-12-23,02115,4.3,4.7,1016.2,-2.4,False,3.9,6.4,7.6,False,5.1,False,True,False,False,False,False,False,False
2025-12-24,02115,2.8,-1.5,1019.9,3.7,False,0.0,5.2,0.0,False,4.1,False,True,False,False,False,False,True,False
2025-12-25,02115,-4.0,-6.8,1024.8,4.9,False,0.0,9.5,0.0,False,8.3,False,True,False,True,False,False,False,False
2025-12-26,02115,0.5,4.5,1023.0,-1.8,False,0.9,10.6,13.0,False,5.9,False,True,False,False,False,False,False,False
2025-12-27,02115,-1.3,-1.8,1019.4,-3.6,False,0.0,3.1,0.0,False,6.2,False,True,False,False,False,False,False,False
2025-12-28,02115,1.5,2.8,1018.3,-1.1,False,0.0,7.5,0.0,False,6.0,False,True,False,False,False,False,False,False
2025-12-29,02115,-2.0,-3.5,1014.1,-4.1,False,0.0,6.2,1.1,False,4.2,False,True,False,False,False,False,False,False
2025-12-30,02115,-4.0,-2.0,1018.2,4.1,False,2.7,9.4,9.1,False,4.0,False,True,False,False,False,False,False,False
2024-07-01,10025,31.7,18.7,1014.9,1.9,False,0.0,10.9,29.9,False,10.7,False,True,False,False,False,False,False,False
2024-07-02,10025,23.7,-8.0,1011.0,-3.9,False,0.0,2.0,62.2,False,11.9,False,True,False,False,False,False,False,False
2024-07-03,10025,24.0,0.3,1008.7,-2.3,False,4.4,2.0,51.1,False,11.7,False,True,False,False,False,False,False,False
2024-07-04,10025,22.4,-1.5,1007.1,-1.6,False,4.5,6.2,25.5,False,10.6,False,True,False,True,False,False,True,False
2024-07-05,10025,28.2,5.7,1012.9,5.9,True,0.0,16.7,70.4,False,14.7,False,True,False,False,False,False,False,False
2024-07-06,10025,23.9,-4.3,1012.8,-0.1,False,0.2,10.4,47.6,False,8.3,False,True,False,False,False,False,False,False
2024-07-07,10025,25.8,1.9,1017.2,4.4,False,1.4,17.3,78.7,True,13.0,False,True,False,False,False,False,False,False
2024-07-08,10025,20.9,-4.9,1016.3,-0.9,False,0.0,2.0,56.4,False,14.8,False,True,False,False,False,False,False,False
2024-07-09,10025,22.6,1.8,1015.0,-1.3,False,2.8,2.5,36.7,False,12.4,False,True,False,False,False,False,False,False
2024-07-10,10025,22.7,0.0,1016.0,1.0,False,0.0,6.8,63.0,False,11.3,False,True,False,False,False,False,True,False
2024-07-11,10025,25.6,2.9,1011.6,-4.4,False,14.8,3.6,40.8,False,12.4,False,True,False,False,False,False,False,False
2024-07-12,10025,23.1,-2.5,1011.1,-0.5,False,4.5,4.0,45.2,False,11.5,False,True,False,False,False,False,False,False
2024-07-13,10025,25.5,2.4,1008.7,-2.4,False,0.0,7.3,42.7,False,12.9,False,True,False,False,False,True,False,False
2024-07-14,10025,27.8,2.3,1009.2,0.6,False,2.0,9.6,70.0,False,11.3,False,True,False,False,False,False,False,False
2024-07-15,10025,20.2,-7.6,1010.9,1.7,False,0.0,14.1,51.3,False,13.4,False,True,False,False,False,False,False,False
2024-07-16,10025,22.5,2.3,1011.3,0.4,False,0.9,11.2,61.6,False,12.5,False,True,False,False,False,False,False,False
2024-07-17,10025,29.6,7.1,1014.0,2.7,False,0.0,31.3,67.5,False,11.7,False,True,False,False,False,False,False,False
2024-07-18,10025,25.4,-4.1,1013.3,-0.8,False,0.0,9.2,23.5,False,11.5,False,True,False,False,False,False,False,False
2024-07-19,10025,26.3,0.9,1012.2,-1.1,False,11.9,14.8,56.4,False,10.6,False,True,False,False,False,False,False,False
2024-07-20,10025,27.0,0.7,1015.3,3.1,False,5.0,12.3,48.1,False,10.0,False,True,False,False,False,True,False,False
2024-07-21,10025,23.1,-3.9,1012.2,-3.1,False,0.2,12.0,52.9,False,13.4,False,True,False,False,False,False,False,False
2024-07-22,10025,22.6,-0.5,1013.3,1.1,False,1.9,2.0,61.2,False,10.8,False,True,False,False,False,False,False,False
2024-07-23,10025,24.1,1.4,1015.0,1.7,False,0.0,13.2,50.8,False,9.3,False,True,False,False,False,False,False,False
2024-07-24,10025,19.5,-4.6,1014.0,-1.1,False,0.0,10.3,28.6,False,12.0,False,True,False,False,False,False,False,False
2024-07-25,10025,21.6,2.1,1011.6,-2.4,False,0.0,4.3,49.9,False,11.2,False,True,False,False,False,False,False,False
2024-07-26,10025,30.2,8.6,1009.3,-2.3,False,0.0,2.0,37.0,False,12.8,False,True,False,False,False,False,False,False
2024-07-27,10025,27.4,-2.8,1010.9,1.7,False,1.6,9.2,55.0,False,12.7,False,True,False,False,False,False,False,False
2024-07-28,10025,25.0,-2.4,1011.6,0.6,False,1.3,7.4,46.3,False,11.2,False,True,False,False,False,False,False,False
2024-07-29,10025,22.4,-2.6,1013.9,2.3,False,0.2,7.6,68.6,False,11.1,False,True,False,False,False,False,True,False
2024-07-30,10025,20.7,-1.7,1018.5,4.6,False,4.4,9.2,54.3,False,10.9,False,True,False,False,False,False,False,False
2024-07-31,10025,20.7,0.0,1019.3,0.8,False,1.3,10.3,55.1,False,9.4,False,True,False,False,False,False,False,False
2024-08-01,10025,18.7,-2.0,1022.3,3.0,False,2.1,3.7,39.4,False,10.4,False,True,False,False,False,True,False,False
2024-08-02,10025,24.3,5.6,1024.6,2.2,False,0.3,7.1,36.1,False,13.1,False,True,False,False,False,False,False,False
2024-08-03,10025,21.7,-2.6,1023.7,-0.9,False,0.0,7.6,34.1,False,8.9,False,True,False,False,False,False,False,False
2024-08-04,10025,21.2,-0.5,1021.0,-2.6,False,0.0,6.3,43.0,False,9.9,False,True,False,False,False,True,False,False
2024-08-05,10025,22.9,1.7,1018.2,-2.8,False,0.0,5.1,31.3,False,10.1,False,True,False,False,False,False,False,False
2024-08-06,10025,26.2,3.2,1018.3,0.1,False,1.4,5.3,33.1,False,11.2,False,True,False,False,False,False,False,False
2024-08-07,10025,22.4,-3.8,1014.4,-3.9,False,0.0,12.5,32.4,False,10.3,False,True,False,False,False,False,False,False
2024-08-08,10025,21.2,-1.2,1013.5,-0.9,False,0.0,3.6,31.1,False,11.1,False,True,False,False,False,False,False,False
2024-08-09,10025,19.4,-1.7,1015.2,1.7,False,0.0,4.2,35.9,False,11.9,False,True,False,False,False,False,False,False
2024-08-10,10025,22.2,2.8,1017.2,2.0,False,1.0,9.3,35.6,False,13.6,False,True,False,False,False,False,False,False
2024-08-11,10025,23.8,1.6,1014.3,-2.8,False,2.6,15.4,23.5,False,11.2,False,True,False,False,False,False,False,False
2024-08-12,10025,18.4,-5.4,1017.5,3.2,False,0.0,3.2,46.5,False,9.5,False,True,False,False,False,False,False,False
2024-08-13,10025,19.3,0.9,1017.6,0.1,False,3.1,4.0,34.1,False,9.4,False,True,False,False,False,False,True,False
2024-08-14,10025,18.6,-0.7,1018.6,1.0,False,6.1,3.6,30.6,False,12.7,False,True,False,False,False,False,False,False
2024-08-15,10025,18.3,-0.3,1018.6,-0.0,False,0.1,5.8,37.0,False,6.8,False,True,False,False,False,False,False,False
2024-08-16,10025,22.0,3.8,1022.5,4.0,False,0.6,10.8,27.4,False,12.4,False,True,False,False,False,False,False,False
2024-08-17,10025,18.3,-3.8,1028.4,5.9,True,0.0,16.2,27.0,False,9.9,False,True,False,False,False,False,False,False
2024-08-18,10025,21.2,2.9,1027.8,-0.6,False,0.5,10.0,54.2,False,10.0,False,True,False,False,False,True,False,False
2024-08-19,10025,23.1,1.9,1027.5,-0.3,False,17.5,7.0,25.8,False,10.2,False,True,False,False,False,False,False,False
2024-08-20,10025,20.8,-2.3,1025.8,-1.7,False,0.9,4.6,37.1,False,10.6,False,True,False,False,False,False,False,False
2024-08-21,10025,22.7,1.9,1027.8,1.9,False,0.0,10.3,26.5,False,10.1,False,True,False,False,False,False,False,False
2024-08-22,10025,12.9,-9.8,1023.7,-4.0,False,1.8,6.3,37.4,False,9.2,False,True,False,False,False,False,False,False
2024-08-23,10025,20.4,7.5,1024.3,0.6,False,0.0,6.2,34.6,False,9.2,False,True,False,False,False,True,False,False
2024-08-24,10025,18.1,-2.2,1026.1,1.7,False,1.5,3.4,37.5,False,12.1,False,True,False,False,False,False,False,False
2024-08-25,10025,26.3,8.2,1025.2,-0.8,False,5.1,4.1,37.6,False,10.9,False,True,False,False,False,False,False,False
2024-08-26,10025,20.5,-5.8,1020.0,-5.3,True,0.8,5.6,30.5,False,8.3,False,True,False,False,False,False,False,False
2024-08-27,10025,19.2,-1.3,1020.6,0.6,False,0.0,2.0,29.4,False,9.9,False,True,False,False,False,False,False,False
2024-08-28,10025,21.4,2.2,1024.9,4.3,False,0.0,2.8,45.7,False,10.3,False,True,False,False,False,False,False,False
2024-08-29,10025,14.6,-6.8,1023.7,-1.3,False,0.0,2.4,45.2,False,10.4,False,True,False,False,False,False,False,False
2024-08-30,10025,17.0,2.4,1016.6,-7.0,True,5.5,11.4,27.5,False,10.0,False,True,False,False,False,False,False,False
2024-08-31,10025,14.8,-2.1,1016.5,-0.2,False,0.0,5.9,21.2,False,10.1,False,True,False,False,False,False,False,False
2024-09-01,10025,19.1,4.3,1016.9,0.4,False,6.6,7.7,22.5,False,8.4,False,False,False,False,False,False,False,False
2024-09-02,10025,13.3,-5.8,1017.5,0.5,False,0.0,4.1,27.9,False,10.0,True,False,False,False,False,False,False,False
2024-09-03,10025,17.2,3.9,1018.9,1.4,False,0.0,5.6,12.7,False,9.5,True,False,False,False,False,False,False,False
2024-09-04,10025,12.7,-4.5,1023.4,4.5,False,1.8,7.9,6.5,False,10.6,True,False,True,False,False,False,False,False
2024-09-05,10025,15.6,2.9,1024.1,0.7,False,0.0,2.0,18.3,False,8.5,True,False,True,False,False,False,False,False
2024-09-06,10025,16.5,0.9,1024.6,0.5,False,4.2,6.0,24.5,False,9.8,True,False,True,False,False,False,False,False
2024-09-07,10025,16.5,0.0,1025.9,1.3,False,1.3,4.3,20.3,False,9.7,False,False,False,False,False,False,False,False
2024-09-08,10025,14.2,-2.3,1023.9,-2.0,False,0.0,18.3,30.5,False,14.2,False,False,False,False,False,False,False,False
2024-09-09,10025,14.4,0.2,1021.0,-2.9,False,0.0,4.8,7.6,False,11.9,True,False,False,False,False,False,False,False
2024-09-10,10025,17.0,2.7,1022.4,1.4,False,0.0,10.9,31.6,False,10.6,True,False,False,False,False,False,False,False
2024-09-11,10025,19.1,2.1,1021.0,-1.4,False,5.2,9.0,13.1,False,8.4,True,False,False,False,False,False,False,False
2024-09-12,10025,12.4,-6.8,1021.8,0.8,False,0.0,10.0,29.7,False,8.5,True,False,False,False,False,False,False,False
2024-09-13,10025,13.6,1.2,1021.4,-0.3,False,0.0,16.3,34.3,False,10.7,True,False,False,False,False,True,False,False
2024-09-14,10025,17.3,3.7,1020.1,-1.4,False,0.8,2.8,44.2,False,7.8,False,False,False,False,False,False,False,False
2024-09-15,10025,12.5,-4.8,1019.9,-0.1,False,1.6,6.6,14.9,False,10.1,False,False,False,False,False,False,False,False
2024-09-16,10025,16.1,3.6,1019.9,-0.0,False,0.0,11.3,4.9,False,11.9,True,False,False,False,False,False,False,False
2024-09-17,10025,12.1,-4.0,1023.5,3.5,False,4.0,2.0,34.0,False,9.8,True,False,False,False,False,False,False,False
2024-09-18,10025,15.3,3.3,1022.7,-0.8,False,0.0,8.5,17.3,False,9.5,True,False,False,False,False,False,False,False
2024-09-19,10025,12.0,-3.4,1025.7,3.1,False,2.1,4.9,28.0,False,8.4,True,False,False,False,False,False,False,False
2024-09-20,10025,11.5,-0.5,1026.5,0.7,False,1.7,12.2,5.8,False,9.1,True,False,False,False,False,False,False,False
2024-09-21,10025,16.6,5.1,1026.0,-0.4,False,11.7,6.6,22.4,False,7.5,False,False,False,False,False,False,False,False
2024-09-22,10025,12.4,-4.2,1026.7,0.7,False,1.1,12.5,3.6,False,7.5,False,False,False,False,False,False,False,False
2024-09-23,10025,10.0,-2.4,1029.5,2.8,False,0.0,7.8,25.6,False,7.9,True,False,False,False,False,False,False,False
2024-09-24,10025,21.5,11.5,1025.7,-3.8,False,0.0,3.9,3.4,False,8.3,True,False,False,False,False,True,False,False
2024-09-25,10025,6.1,-15.5,1023.4,-2.2,False,0.0,8.0,14.6,False,7.5,True,False,False,False,False,False,True,False
2024-09-26,10025,8.0,2.0,1025.7,2.2,False,0.0,12.9,24.8,False,7.9,True,False,False,False,False,False,False,False
2024-09-27,10025,10.6,2.5,1018.4,-7.3,True,0.0,7.1,30.9,False,6.8,True,False,False,False,False,False,False,False
2024-09-28,10025,9.4,-1.2,1021.5,3.1,False,4.4,3.7,0.0,False,10.0,False,False,False,False,False,False,False,False
2024-09-29,10025,6.7,-2.7,1017.6,-3.9,False,0.0,9.9,4.3,False,10.9,False,False,False,False,False,False,False,False
2024-09-30,10025,12.6,5.9,1014.3,-3.3,False,1.3,6.0,0.0,False,10.2,True,False,False,False,False,False,False,False
2024-10-01,10025,9.1,-3.5,1014.2,-0.1,False,0.6,4.0,0.0,False,9.0,True,False,False,False,False,False,False,False
2024-10-02,10025,12.8,3.7,1016.1,1.9,False,1.6,2.3,7.8,False,4.8,True,False,False,False,False,False,False,False
2024-10-03,10025,9.2,-3.6,1017.7,1.6,False,1.2,4.2,6.3,False,6.3,True,False,False,False,False,False,False,False
2024-10-04,10025,14.1,4.9,1017.6,-0.1,False,0.0,2.0,3.2,False,10.1,True,False,False,False,False,False,False,False
2024-10-05,10025,12.8,-1.3,1017.3,-0.3,False,0.4,30.4,2.2,False,8.7,False,False,False,False,False,False,True,False
2024-10-06,10025,8.9,-3.9,1016.6,-0.7,False,2.2,25.1,9.3,False,7.1,False,False,False,False,False,False,False,False
2024-10-07,10025,4.6,-4.3,1016.1,-0.5,False,0.0,14.7,0.0,False,6.7,True,False,False,False,False,False,False,False
2024-10-08,10025,10.7,6.1,1019.0,2.9,False,0.0,2.0,10.7,False,6.1,True,False,False,False,False,False,False,False
2024-10-09,10025,10.0,-0.7,1020.4,1.4,False,0.1,2.8,0.0,False,3.8,True,False,False,False,False,False,False,False
2024-10-10,10025,10.1,0.1,1024.6,4.2,False,0.0,13.2,19.0,False,6.3,True,False,False,False,False,False,False,False
2024-10-11,10025,7.9,-2.2,1028.1,3.5,False,3.8,24.1,3.4,False,8.2,True,False,False,False,False,False,False,False
2024-10-12,10025,4.3,-3.6,1031.8,3.8,False,3.1,5.6,0.0,False,7.0,False,False,False,False,False,False,False,False
2024-10-13,10025,11.1,6.7,1033.6,1.7,False,2.2,2.0,7.6,False,9.1,False,False,False,False,False,False,False,False
2024-10-14,10025,6.7,-4.3,1031.3,-2.2,False,0.6,6.7,12.3,False,6.1,True,False,False,False,False,False,False,False
2024-10-15,10025,6.6,-0.1,1027.6,-3.7,False,0.2,5.8,10.5,False,7.6,True,False,False,False,False,False,False,False
2024-10-16,10025,7.5,0.8,1026.0,-1.7,False,0.1,11.1,6.2,False,6.4,True,False,False,False,False,False,False,False
2024-10-17,10025,9.9,2.4,1026.1,0.2,False,0.0,4.0,0.0,False,8.5,True,False,False,False,False,False,False,False
2024-10-18,10025,6.0,-3.9,1024.3,-1.8,False,3.2,3.5,9.6,False,6.7,True,False,False,False,False,False,False,False
2024-10-19,10025,9.5,3.5,1027.6,3.2,False,1.0,3.5,6.9,False,4.9,False,False,False,False,False,False,False,False
2024-10-20,10025,8.6,-0.9,1026.8,-0.8,False,0.0,2.0,0.0,False,6.4,False,False,False,False,False,False,False,False
2024-10-21,10025,13.4,4.8,1026.8,-0.1,False,8.0,3.2,0.0,False,4.5,True,False,False,False,False,False,False,False
2024-10-22,10025,0.6,-12.8,1032.0,5.2,True,4.8,2.0,0.0,False,8.5,True,False,False,False,False,False,False,False
2024-10-23,10025,7.3,6.7,1033.7,1.8,False,5.8,6.2,8.9,False,7.1,True,False,False,False,False,False,False,False
2024-10-24,10025,7.9,0.6,1033.9,0.1,False,0.0,15.7,19.7,False,7.2,True,False,False,False,False,False,False,False
2024-10-25,10025,0.9,-7.0,1033.4,-0.4,False,1.6,10.8,0.0,False,4.4,True,False,False,False,False,False,False,False
2024-10-26,10025,10.1,9.1,1030.6,-2.8,False,0.2,10.4,19.1,False,7.3,False,False,False,False,False,False,False,False
2024-10-27,10025,7.6,-2.5,1035.0,4.4,False,0.0,20.2,9.2,False,7.9,False,False,False,False,False,True,False,False
2024-10-28,10025,5.5,-2.1,1032.4,-2.6,False,0.0,7.5,0.0,False,7.0,True,False,False,False,False,True,False,False
2024-10-29,10025,3.4,-2.1,1035.0,2.6,False,0.0,4.1,24.5,False,5.1,True,False,False,False,False,False,False,False
2024-10-30,10025,6.1,2.8,1035.0,0.0,False,1.2,4.6,0.0,False,6.7,True,False,False,False,False,False,False,False
2024-10-31,10025,-0.1,-6.2,1035.0,0.0,False,0.1,7.5,0.0,False,8.7,True,False,False,False,True,False,False,False
2024-11-01,10025,9.5,9.6,1032.7,-2.3,False,3.5,2.0,0.0,False,5.1,True,False,False,False,True,False,False,False
2024-11-02,10025,7.4,-2.1,1033.3,0.6,False,0.0,9.8,6.5,False,7.2,False,False,False,False,True,False,False,False
2024-11-03,10025,4.1,-3.3,1029.2,-4.2,False,3.7,19.2,1.5,False,7.5,False,False,False,False,True,False,False,False
2024-11-04,10025,5.5,1.3,1020.5,-8.7,True,0.0,14.1,4.5,False,8.2,True,False,False,False,True,False,False,False
